dg_id,dg_name,dg_atc_codes,dg_atc_levels
DB08819,Tafluprost,['S01EE05'],"[['S01EE', 'S01E', 'S01', 'S']]"
DB08820,Ivacaftor,"['R07AX32', 'R07AX31', 'R07AX02', 'R07AX30']","[['R07AX', 'R07A', 'R07', 'R'], ['R07AX', 'R07A', 'R07', 'R'], ['R07AX', 'R07A', 'R07', 'R'], ['R07AX', 'R07A', 'R07', 'R']]"
DB08822,Azilsartan medoxomil,"['C09CA09', 'C09DA09']","[['C09CA', 'C09C', 'C09', 'C'], ['C09DA', 'C09D', 'C09', 'C']]"
DB08826,Deferiprone,['V03AC02'],"[['V03AC', 'V03A', 'V03', 'V']]"
DB08827,Lomitapide,['C10AX12'],"[['C10AX', 'C10A', 'C10', 'C']]"
DB08828,Vismodegib,['L01XJ01'],"[['L01XJ', 'L01X', 'L01', 'L']]"
DB08835,Spaglumic acid,"['R01AC05', 'S01GX03']","[['R01AC', 'R01A', 'R01', 'R'], ['S01GX', 'S01G', 'S01', 'S']]"
DB08836,Temocapril,['C09AA14'],"[['C09AA', 'C09A', 'C09', 'C']]"
DB08860,Pitavastatin,['C10AA08'],"[['C10AA', 'C10A', 'C10', 'C']]"
DB08862,Cholecystokinin,['V04CK02'],"[['V04CK', 'V04C', 'V04', 'V']]"
DB08864,Rilpivirine,"['J05AR19', 'J05AR21', 'J05AR08', 'J05AG05']","[['J05AR', 'J05A', 'J05', 'J'], ['J05AR', 'J05A', 'J05', 'J'], ['J05AR', 'J05A', 'J05', 'J'], ['J05AG', 'J05A', 'J05', 'J']]"
DB08865,Crizotinib,['L01ED01'],"[['L01ED', 'L01E', 'L01', 'L']]"
DB08867,Ulipristal,"['G03AD02', 'G03XB02']","[['G03AD', 'G03A', 'G03', 'G'], ['G03XB', 'G03X', 'G03', 'G']]"
DB08868,Fingolimod,['L04AA27'],"[['L04AA', 'L04A', 'L04', 'L']]"
DB08869,Tesamorelin,['H01AC06'],"[['H01AC', 'H01A', 'H01', 'H']]"
DB08870,Brentuximab vedotin,['L01FX05'],"[['L01FX', 'L01F', 'L01', 'L']]"
DB08871,Eribulin,['L01XX41'],"[['L01XX', 'L01X', 'L01', 'L']]"
DB08875,Cabozantinib,['L01EX07'],"[['L01EX', 'L01E', 'L01', 'L']]"
DB08876,Taliglucerase alfa,['A16AB11'],"[['A16AB', 'A16A', 'A16', 'A']]"
DB08877,Ruxolitinib,"['D11AH09', 'L01EJ01']","[['D11AH', 'D11A', 'D11', 'D'], ['L01EJ', 'L01E', 'L01', 'L']]"
DB08879,Belimumab,['L04AA26'],"[['L04AA', 'L04A', 'L04', 'L']]"
DB08880,Teriflunomide,['L04AA31'],"[['L04AA', 'L04A', 'L04', 'L']]"
DB08881,Vemurafenib,"['G01AE10', 'L01EC01']","[['G01AE', 'G01A', 'G01', 'G'], ['L01EC', 'L01E', 'L01', 'L']]"
DB08882,Linagliptin,"['A10BH05', 'A10BD19', 'A10BD11', 'A10BD27']","[['A10BH', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A']]"
DB08883,Perampanel,['N03AX22'],"[['N03AX', 'N03A', 'N03', 'N']]"
DB08885,Aflibercept,"['S01LA05', 'L01XX44']","[['S01LA', 'S01L', 'S01', 'S'], ['L01XX', 'L01X', 'L01', 'L']]"
DB08888,Ocriplasmin,['S01XA22'],"[['S01XA', 'S01X', 'S01', 'S']]"
DB08889,Carfilzomib,['L01XG02'],"[['L01XG', 'L01X', 'L01', 'L']]"
DB08890,Linaclotide,['A06AX04'],"[['A06AX', 'A06A', 'A06', 'A']]"
DB08893,Mirabegron,['G04BD12'],"[['G04BD', 'G04B', 'G04', 'G']]"
DB08894,Peginesatide,['B03XA04'],"[['B03XA', 'B03X', 'B03', 'B']]"
DB08895,Tofacitinib,['L04AA29'],"[['L04AA', 'L04A', 'L04', 'L']]"
DB08896,Regorafenib,['L01EX05'],"[['L01EX', 'L01E', 'L01', 'L']]"
DB08897,Aclidinium,"['R03BB05', 'R03AL05']","[['R03BB', 'R03B', 'R03', 'R'], ['R03AL', 'R03A', 'R03', 'R']]"
DB08899,Enzalutamide,['L02BB04'],"[['L02BB', 'L02B', 'L02', 'L']]"
DB08900,Teduglutide,['A16AX08'],"[['A16AX', 'A16A', 'A16', 'A']]"
DB08901,Ponatinib,['L01EA05'],"[['L01EA', 'L01E', 'L01', 'L']]"
DB08904,Certolizumab pegol,['L04AB05'],"[['L04AB', 'L04A', 'L04', 'L']]"
DB08906,Fluticasone furoate,"['R03AL08', 'R01AD12', 'R03AK10', 'R03BA09']","[['R03AL', 'R03A', 'R03', 'R'], ['R01AD', 'R01A', 'R01', 'R'], ['R03AK', 'R03A', 'R03', 'R'], ['R03BA', 'R03B', 'R03', 'R']]"
DB08907,Canagliflozin,"['A10BD16', 'A10BK02']","[['A10BD', 'A10B', 'A10', 'A'], ['A10BK', 'A10B', 'A10', 'A']]"
DB08908,Dimethyl fumarate,['L04AX07'],"[['L04AX', 'L04A', 'L04', 'L']]"
DB08910,Pomalidomide,['L04AX06'],"[['L04AX', 'L04A', 'L04', 'L']]"
DB08911,Trametinib,['L01EE01'],"[['L01EE', 'L01E', 'L01', 'L']]"
DB08912,Dabrafenib,['L01EC02'],"[['L01EC', 'L01E', 'L01', 'L']]"
DB08916,Afatinib,['L01EB03'],"[['L01EB', 'L01E', 'L01', 'L']]"
DB08918,Levomilnacipran,['N06AX28'],"[['N06AX', 'N06A', 'N06', 'N']]"
DB08931,Riociguat,['C02KX05'],"[['C02KX', 'C02K', 'C02', 'C']]"
DB08932,Macitentan,"['C02KX04', 'C02KX54']","[['C02KX', 'C02K', 'C02', 'C'], ['C02KX', 'C02K', 'C02', 'C']]"
DB08935,Obinutuzumab,['L01FA03'],"[['L01FA', 'L01F', 'L01', 'L']]"
DB08936,Chlorcyclizine,['R06AE04'],"[['R06AE', 'R06A', 'R06', 'R']]"
DB08949,Inositol nicotinate,['C04AC03'],"[['C04AC', 'C04A', 'C04', 'C']]"
DB08950,Indoramin,['C02CA02'],"[['C02CA', 'C02C', 'C02', 'C']]"
DB08951,Indoprofen,['M01AE10'],"[['M01AE', 'M01A', 'M01', 'M']]"
DB08954,Ifenprodil,['C04AX28'],"[['C04AX', 'C04A', 'C04', 'C']]"
DB08964,Gemeprost,['G02AD03'],"[['G02AD', 'G02A', 'G02', 'G']]"
DB08995,Diosmin,"['C05CA03', 'C05CA53']","[['C05CA', 'C05C', 'C05', 'C'], ['C05CA', 'C05C', 'C05', 'C']]"
DB08996,Dimetacrine,['N06AA18'],"[['N06AA', 'N06A', 'N06', 'N']]"
DB09013,Befunolol,['S01ED06'],"[['S01ED', 'S01E', 'S01', 'S']]"
DB09014,Captodiame,['N05BB02'],"[['N05BB', 'N05B', 'N05', 'N']]"
DB09016,Butriptyline,['N06AA15'],"[['N06AA', 'N06A', 'N06', 'N']]"
DB09017,Brotizolam,['N05CD09'],"[['N05CD', 'N05C', 'N05', 'N']]"
DB09018,Bromopride,['A03FA04'],"[['A03FA', 'A03F', 'A03', 'A']]"
DB09019,Bromhexine,['R05CB02'],"[['R05CB', 'R05C', 'R05', 'R']]"
DB09020,Bisacodyl,"['A06AB52', 'A06AB02', 'A06AG02']","[['A06AB', 'A06A', 'A06', 'A'], ['A06AB', 'A06A', 'A06', 'A'], ['A06AG', 'A06A', 'A06', 'A']]"
DB09026,Aliskiren,"['C09XA54', 'C09XA53', 'C09DX02', 'C09XA02', 'C09XA52']","[['C09XA', 'C09X', 'C09', 'C'], ['C09XA', 'C09X', 'C09', 'C'], ['C09DX', 'C09D', 'C09', 'C'], ['C09XA', 'C09X', 'C09', 'C'], ['C09XA', 'C09X', 'C09', 'C']]"
DB09029,Secukinumab,['L04AC10'],"[['L04AC', 'L04A', 'L04', 'L']]"
DB09030,Vorapaxar,['B01AC26'],"[['B01AC', 'B01A', 'B01', 'B']]"
DB09031,Miltefosine,['P01CX04'],"[['P01CX', 'P01C', 'P01', 'P']]"
DB09033,Vedolizumab,['L04AA33'],"[['L04AA', 'L04A', 'L04', 'L']]"
DB09034,Suvorexant,['N05CM19'],"[['N05CM', 'N05C', 'N05', 'N']]"
DB09035,Nivolumab,"['L01FF01', 'L01XY03']","[['L01FF', 'L01F', 'L01', 'L'], ['L01XY', 'L01X', 'L01', 'L']]"
DB09036,Siltuximab,['L04AC11'],"[['L04AC', 'L04A', 'L04', 'L']]"
DB09037,Pembrolizumab,['L01FF02'],"[['L01FF', 'L01F', 'L01', 'L']]"
DB09038,Empagliflozin,"['A10BD19', 'A10BD20', 'A10BK03', 'A10BD27']","[['A10BD', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A'], ['A10BK', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A']]"
DB09039,Eliglustat,['A16AX10'],"[['A16AX', 'A16A', 'A16', 'A']]"
DB09043,Albiglutide,['A10BJ04'],"[['A10BJ', 'A10B', 'A10', 'A']]"
DB09045,Dulaglutide,['A10BJ05'],"[['A10BJ', 'A10B', 'A10', 'A']]"
DB09046,Metreleptin,['A16AA07'],"[['A16AA', 'A16A', 'A16', 'A']]"
DB09049,Naloxegol,['A06AH03'],"[['A06AH', 'A06A', 'A06', 'A']]"
DB09052,Blinatumomab,['L01FX07'],"[['L01FX', 'L01F', 'L01', 'L']]"
DB09053,Ibrutinib,['L01EL01'],"[['L01EL', 'L01E', 'L01', 'L']]"
DB09054,Idelalisib,['L01EM01'],"[['L01EM', 'L01E', 'L01', 'L']]"
DB09059,Atosiban,['G02CX01'],"[['G02CX', 'G02C', 'G02', 'G']]"
DB09061,Cannabidiol,['N03AX24'],"[['N03AX', 'N03A', 'N03', 'N']]"
DB09063,Ceritinib,['L01ED02'],"[['L01ED', 'L01E', 'L01', 'L']]"
DB09064,Ciprofibrate,['C10AB08'],"[['C10AB', 'C10A', 'C10', 'C']]"
DB09065,Cobicistat,"['J05AR09', 'J05AR15', 'J05AR14', 'J05AR22', 'J05AR18', 'V03AX03']","[['J05AR', 'J05A', 'J05', 'J'], ['J05AR', 'J05A', 'J05', 'J'], ['J05AR', 'J05A', 'J05', 'J'], ['J05AR', 'J05A', 'J05', 'J'], ['J05AR', 'J05A', 'J05', 'J'], ['V03AX', 'V03A', 'V03', 'V']]"
DB09066,Corifollitropin alfa,['G03GA09'],"[['G03GA', 'G03G', 'G03', 'G']]"
DB09068,Vortioxetine,['N06AX26'],"[['N06AX', 'N06A', 'N06', 'N']]"
DB09069,Trimetazidine,['C01EB15'],"[['C01EB', 'C01E', 'C01', 'C']]"
DB09070,Tibolone,['G03CX01'],"[['G03CX', 'G03C', 'G03', 'G']]"
DB09071,Tasimelteon,['N05CH03'],"[['N05CH', 'N05C', 'N05', 'N']]"
DB09072,Sodium oxybate,"['N01AX11', 'N07XX04']","[['N01AX', 'N01A', 'N01', 'N'], ['N07XX', 'N07X', 'N07', 'N']]"
DB09073,Palbociclib,['L01EF01'],"[['L01EF', 'L01E', 'L01', 'L']]"
DB09074,Olaparib,['L01XK01'],"[['L01XK', 'L01X', 'L01', 'L']]"
DB09075,Edoxaban,['B01AF03'],"[['B01AF', 'B01A', 'B01', 'B']]"
DB09076,Umeclidinium,"['R03AL08', 'R03AL03', 'R03BB07']","[['R03AL', 'R03A', 'R03', 'R'], ['R03AL', 'R03A', 'R03', 'R'], ['R03BB', 'R03B', 'R03', 'R']]"
DB09077,Dinutuximab,['L01FX06'],"[['L01FX', 'L01F', 'L01', 'L']]"
DB09078,Lenvatinib,['L01EX08'],"[['L01EX', 'L01E', 'L01', 'L']]"
DB09079,Nintedanib,['L01EX09'],"[['L01EX', 'L01E', 'L01', 'L']]"
DB09080,Olodaterol,"['R03AL06', 'R03AC19']","[['R03AL', 'R03A', 'R03', 'R'], ['R03AC', 'R03A', 'R03', 'R']]"
DB09082,Vilanterol,"['R03AL08', 'R03AK10', 'R03AL03']","[['R03AL', 'R03A', 'R03', 'R'], ['R03AK', 'R03A', 'R03', 'R'], ['R03AL', 'R03A', 'R03', 'R']]"
DB09083,Ivabradine,"['C01EB17', 'C07FX05', 'C07FX06']","[['C01EB', 'C01E', 'C01', 'C'], ['C07FX', 'C07F', 'C07', 'C'], ['C07FX', 'C07F', 'C07', 'C']]"
DB09085,Tetracaine,"['C05AD02', 'N01BA03', 'D04AB06', 'N01BA53', 'S01HA03']","[['C05AD', 'C05A', 'C05', 'C'], ['N01BA', 'N01B', 'N01', 'N'], ['D04AB', 'D04A', 'D04', 'D'], ['N01BA', 'N01B', 'N01', 'N'], ['S01HA', 'S01H', 'S01', 'S']]"
DB09089,Trimebutine,['A03AA05'],"[['A03AA', 'A03A', 'A03', 'A']]"
DB09090,Pinaverium,['A03AX04'],"[['A03AX', 'A03A', 'A03', 'A']]"
DB09091,Tixocortol,"['R01AD57', 'R01AD07', 'A07EA05']","[['R01AD', 'R01A', 'R01', 'R'], ['R01AD', 'R01A', 'R01', 'R'], ['A07EA', 'A07E', 'A07', 'A']]"
DB09092,Xanthinol,['C04AD02'],"[['C04AD', 'C04A', 'C04', 'C']]"
DB09093,Chlortetracycline,"['D06AA02', 'S01AA02', 'J01AA03', 'J01AA20', 'A01AB21']","[['D06AA', 'D06A', 'D06', 'D'], ['S01AA', 'S01A', 'S01', 'S'], ['J01AA', 'J01A', 'J01', 'J'], ['J01AA', 'J01A', 'J01', 'J'], ['A01AB', 'A01A', 'A01', 'A']]"
DB09095,Difluocortolone,"['D07AC06', 'D07XC04', 'D07BC04']","[['D07AC', 'D07A', 'D07', 'D'], ['D07XC', 'D07X', 'D07', 'D'], ['D07BC', 'D07B', 'D07', 'D']]"
DB09096,Benzoyl peroxide,"['D10AE01', 'D10AE51']","[['D10AE', 'D10A', 'D10', 'D'], ['D10AE', 'D10A', 'D10', 'D']]"
DB09097,Quinagolide,['G02CB04'],"[['G02CB', 'G02C', 'G02', 'G']]"
DB09098,Somatrem,['H01AC02'],"[['H01AC', 'H01A', 'H01', 'H']]"
DB09099,Somatostatin,['H01CB01'],"[['H01CB', 'H01C', 'H01', 'H']]"
DB09103,Ancestim,['L03AA12'],"[['L03AA', 'L03A', 'L03', 'L']]"
DB09107,Methoxy polyethylene glycol-epoetin beta,['B03XA03'],"[['B03XA', 'B03X', 'B03', 'B']]"
DB09112,Nitrous acid,['V03AB08'],"[['V03AB', 'V03A', 'V03', 'V']]"
DB09116,Calcium carbimide,['N07BB02'],"[['N07BB', 'N07B', 'N07', 'N']]"
DB09118,Stiripentol,['N03AX17'],"[['N03AX', 'N03A', 'N03', 'N']]"
DB09120,Zucapsaicin,['M02AB02'],"[['M02AB', 'M02A', 'M02', 'M']]"
DB09121,Aurothioglucose,['M01CB04'],"[['M01CB', 'M01C', 'M01', 'M']]"
DB09122,Peginterferon beta-1a,['L03AB13'],"[['L03AB', 'L03A', 'L03', 'L']]"
DB09123,Dienogest,"['G03AB08', 'G03DB08', 'G03FA15', 'G03AA16']","[['G03AB', 'G03A', 'G03', 'G'], ['G03DB', 'G03D', 'G03', 'G'], ['G03FA', 'G03F', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G']]"
DB09124,Medrogestone,"['G03DB03', 'G03FB07']","[['G03DB', 'G03D', 'G03', 'G'], ['G03FB', 'G03F', 'G03', 'G']]"
DB09126,Chorionic Gonadotropin (Human),['G03GA01'],"[['G03GA', 'G03G', 'G03', 'G']]"
DB09128,Brexpiprazole,['N05AX16'],"[['N05AX', 'N05A', 'N05', 'N']]"
DB09140,Oxygen,['V03AN01'],"[['V03AN', 'V03A', 'V03', 'V']]"
DB09142,Sincalide,['V04CC03'],"[['V04CC', 'V04C', 'V04', 'V']]"
DB09143,Sonidegib,['L01XJ02'],"[['L01XJ', 'L01X', 'L01', 'L']]"
DB09148,Florbetaben F-18,['V09AX06'],"[['V09AX', 'V09A', 'V09', 'V']]"
DB09149,Florbetapir (18F),['V09AX05'],"[['V09AX', 'V09A', 'V09', 'V']]"
DB09151,Flutemetamol (18F),['V09AX04'],"[['V09AX', 'V09A', 'V09', 'V']]"
DB09165,Technetium Tc-99m pyrophosphate,['V09BA03'],"[['V09BA', 'V09B', 'V09', 'V']]"
DB09166,Etizolam,['N05BA19'],"[['N05BA', 'N05B', 'N05', 'N']]"
DB09167,Dosulepin,['N06AA16'],"[['N06AA', 'N06A', 'N06', 'N']]"
DB09185,Viloxazine,['N06AX09'],"[['N06AX', 'N06A', 'N06', 'N']]"
DB09194,Etoperidone,['N06AB09'],"[['N06AB', 'N06A', 'N06', 'N']]"
DB09198,Lobeglitazone,"['A10BG04', 'A10BD26']","[['A10BG', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A']]"
DB09203,Synephrine,"['S01GA06', 'S01GA56', 'C01CA08']","[['S01GA', 'S01G', 'S01', 'S'], ['S01GA', 'S01G', 'S01', 'S'], ['C01CA', 'C01C', 'C01', 'C']]"
DB09205,Moxisylyte,"['C04AX10', 'G04BE06']","[['C04AX', 'C04A', 'C04', 'C'], ['G04BE', 'G04B', 'G04', 'G']]"
DB09208,Pegloticase,['M04AX02'],"[['M04AX', 'M04A', 'M04', 'M']]"
DB09209,Pholcodine,['R05DA08'],"[['R05DA', 'R05D', 'R05', 'R']]"
DB09212,Loxoprofen,['M02AA31'],"[['M02AA', 'M02A', 'M02', 'M']]"
DB09213,Dexibuprofen,['M01AE14'],"[['M01AE', 'M01A', 'M01', 'M']]"
DB09214,Dexketoprofen,"['M02AA27', 'N02AJ14', 'M01AE17']","[['M02AA', 'M02A', 'M02', 'M'], ['N02AJ', 'N02A', 'N02', 'N'], ['M01AE', 'M01A', 'M01', 'M']]"
DB09215,Droxicam,['M01AC04'],"[['M01AC', 'M01A', 'M01', 'M']]"
DB09216,Tolfenamic acid,['M01AG02'],"[['M01AG', 'M01A', 'M01', 'M']]"
DB09220,Nicorandil,['C01DX16'],"[['C01DX', 'C01D', 'C01', 'C']]"
DB09224,Melperone,['N05AD03'],"[['N05AD', 'N05A', 'N05', 'N']]"
DB09225,Zotepine,['N05AX11'],"[['N05AX', 'N05A', 'N05', 'N']]"
DB09227,Barnidipine,['C08CA12'],"[['C08CA', 'C08C', 'C08', 'C']]"
DB09228,Conestat alfa,['B06AC04'],"[['B06AC', 'B06A', 'B06', 'B']]"
DB09231,Benidipine,['C08CA15'],"[['C08CA', 'C08C', 'C08', 'C']]"
DB09232,Cilnidipine,['C08CA14'],"[['C08CA', 'C08C', 'C08', 'C']]"
DB09236,Lacidipine,['C08CA09'],"[['C08CA', 'C08C', 'C08', 'C']]"
DB09237,Levamlodipine,['C08CA17'],"[['C08CA', 'C08C', 'C08', 'C']]"
DB09238,Manidipine,"['C08CA11', 'C09BB12']","[['C08CA', 'C08C', 'C08', 'C'], ['C09BB', 'C09B', 'C09', 'C']]"
DB09241,Methylene blue,"['V03AB17', 'V04CG05']","[['V03AB', 'V03A', 'V03', 'V'], ['V04CG', 'V04C', 'V04', 'V']]"
DB09242,Moxonidine,"['C02AC05', 'C02LC05']","[['C02AC', 'C02A', 'C02', 'C'], ['C02LC', 'C02L', 'C02', 'C']]"
DB09245,Toloxatone,['N06AG03'],"[['N06AG', 'N06A', 'N06', 'N']]"
DB09256,Tegafur,"['L01BC03', 'L01BC53']","[['L01BC', 'L01B', 'L01', 'L'], ['L01BC', 'L01B', 'L01', 'L']]"
DB09258,Bemiparin,['B01AB12'],"[['B01AB', 'B01A', 'B01', 'B']]"
DB09262,Imidafenacin,['G04BD14'],"[['G04BD', 'G04B', 'G04', 'G']]"
DB09265,Lixisenatide,"['A10AE54', 'A10BJ03']","[['A10AE', 'A10A', 'A10', 'A'], ['A10BJ', 'A10B', 'A10', 'A']]"
DB09266,Technetium Tc-99m tilmanocept,['V09IA09'],"[['V09IA', 'V09I', 'V09', 'V']]"
DB09270,Ubidecarenone,['C01EB09'],"[['C01EB', 'C01E', 'C01', 'C']]"
DB09272,Eluxadoline,['A07DA06'],"[['A07DA', 'A07D', 'A07', 'A']]"
DB09273,Doxofylline,['R03DA11'],"[['R03DA', 'R03D', 'R03', 'R']]"
DB09279,Fimasartan,"['C09DA10', 'C09CA10', 'C09DB09', 'C10BX16']","[['C09DA', 'C09D', 'C09', 'C'], ['C09CA', 'C09C', 'C09', 'C'], ['C09DB', 'C09D', 'C09', 'C'], ['C10BX', 'C10B', 'C10', 'C']]"
DB09280,Lumacaftor,['R07AX30'],"[['R07AX', 'R07A', 'R07', 'R']]"
DB09282,Molsidomine,['C01DX12'],"[['C01DX', 'C01D', 'C01', 'C']]"
DB09283,Trapidil,['C01DX11'],"[['C01DX', 'C01D', 'C01', 'C']]"
DB09285,Morniflumate,['M01AX22'],"[['M01AX', 'M01A', 'M01', 'M']]"
DB09286,Pipamperone,['N05AD05'],"[['N05AD', 'N05A', 'N05', 'N']]"
DB09288,Propacetamol,['N02BE05'],"[['N02BE', 'N02B', 'N02', 'N']]"
DB09289,Tianeptine,['N06AX14'],"[['N06AX', 'N06A', 'N06', 'N']]"
DB09291,Rolapitant,['A04AD14'],"[['A04AD', 'A04A', 'A04', 'A']]"
DB09292,Sacubitril,['C09DX04'],"[['C09DX', 'C09D', 'C09', 'C']]"
DB09300,Butylscopolamine,"['A03DB04', 'A03BB01']","[['A03DB', 'A03D', 'A03', 'A'], ['A03BB', 'A03B', 'A03', 'A']]"
DB09301,Chondroitin sulfate,['M01AX25'],"[['M01AX', 'M01A', 'M01', 'M']]"
DB09302,Alirocumab,['C10AX14'],"[['C10AX', 'C10A', 'C10', 'C']]"
DB09303,Evolocumab,['C10AX13'],"[['C10AX', 'C10A', 'C10', 'C']]"
DB09310,Catridecacog,['B02BD11'],"[['B02BD', 'B02B', 'B02', 'B']]"
DB09325,Sodium fluoride,"['A01AA51', 'A01AA01', 'A12CD01']","[['A01AA', 'A01A', 'A01', 'A'], ['A01AA', 'A01A', 'A01', 'A'], ['A12CD', 'A12C', 'A12', 'A']]"
DB09330,Osimertinib,['L01EB04'],"[['L01EB', 'L01E', 'L01', 'L']]"
DB09331,Daratumumab,['L01FC01'],"[['L01FC', 'L01F', 'L01', 'L']]"
DB09333,Iopodic acid,"['V08AC08', 'V08AC10']","[['V08AC', 'V08A', 'V08', 'V'], ['V08AC', 'V08A', 'V08', 'V']]"
DB09338,Mersalyl,['C03BC01'],"[['C03BC', 'C03B', 'C03', 'C']]"
DB09345,Pramocaine,"['D04AB07', 'C05AD07']","[['D04AB', 'D04A', 'D04', 'D'], ['C05AD', 'C05A', 'C05', 'C']]"
DB09363,Rauwolfia serpentina root,"['C02AA03', 'C02LA08']","[['C02AA', 'C02A', 'C02', 'C'], ['C02LA', 'C02L', 'C02', 'C']]"
DB09369,Polyestradiol phosphate,['L02AA02'],"[['L02AA', 'L02A', 'L02', 'L']]"
DB09371,Norethynodrel,['G03FA09'],"[['G03FA', 'G03F', 'G03', 'G']]"
DB09389,Norgestrel,"['G03FA10', 'G03FB01', 'G03AA06']","[['G03FA', 'G03F', 'G03', 'G'], ['G03FB', 'G03F', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G']]"
DB09418,Potassium perchlorate,['H03BC01'],"[['H03BC', 'H03B', 'H03', 'H']]"
DB09421,Protirelin,['V04CJ02'],"[['V04CJ', 'V04C', 'V04', 'V']]"
DB09456,Insulin beef,"['A10AD02', 'A10AC02', 'A10AE02', 'A10AB02']","[['A10AD', 'A10A', 'A10', 'A'], ['A10AC', 'A10A', 'A10', 'A'], ['A10AE', 'A10A', 'A10', 'A'], ['A10AB', 'A10A', 'A10', 'A']]"
DB09462,Glycerin,"['A06AX01', 'A06AG04']","[['A06AX', 'A06A', 'A06', 'A'], ['A06AG', 'A06A', 'A06', 'A']]"
DB09472,Sodium sulfate,"['A06AD13', 'A12CA02']","[['A06AD', 'A06A', 'A06', 'A'], ['A12CA', 'A12C', 'A12', 'A']]"
DB09481,Magnesium carbonate,"['A02AA01', 'V03AE04', 'A06AD01']","[['A02AA', 'A02A', 'A02', 'A'], ['V03AE', 'V03A', 'V03', 'V'], ['A06AD', 'A06A', 'A06', 'A']]"
DB09488,Acrivastine,['R06AX18'],"[['R06AX', 'R06A', 'R06', 'R']]"
DB09526,Hydroquinone,['D11AX11'],"[['D11AX', 'D11A', 'D11', 'D']]"
DB09532,Secretin human,['V04CK01'],"[['V04CK', 'V04C', 'V04', 'V']]"
DB09559,Necitumumab,['L01FE03'],"[['L01FE', 'L01F', 'L01', 'L']]"
DB09564,Insulin degludec,"['A10AD06', 'A10AE56', 'A10AE06']","[['A10AD', 'A10A', 'A10', 'A'], ['A10AE', 'A10A', 'A10', 'A'], ['A10AE', 'A10A', 'A10', 'A']]"
DB11071,Phenyl salicylate,['G04BX12'],"[['G04BX', 'G04B', 'G04', 'G']]"
DB11075,Hypromellose,['S01KA02'],"[['S01KA', 'S01K', 'S01', 'S']]"
DB11081,Aluminum chloride,['D10AX01'],"[['D10AX', 'D10A', 'D10', 'D']]"
DB11085,Resorcinol,"['D10AX02', 'S01AX06']","[['D10AX', 'D10A', 'D10', 'D'], ['S01AX', 'S01A', 'S01', 'S']]"
DB11093,Calcium citrate,"['A12AA13', 'A11GB01']","[['A12AA', 'A12A', 'A12', 'A'], ['A11GB', 'A11G', 'A11', 'A']]"
DB11113,Castor oil,['A06AB05'],"[['A06AB', 'A06A', 'A06', 'A']]"
DB11130,Opium,"['A07DA02', 'N02AA02']","[['A07DA', 'A07D', 'A07', 'A'], ['N02AA', 'N02A', 'N02', 'N']]"
DB11133,Omega-3 fatty acids,['A05BA10'],"[['A05BA', 'A05B', 'A05', 'A']]"
DB11156,Pyrantel,['P02CC01'],"[['P02CC', 'P02C', 'P02', 'P']]"
DB11157,Anthralin,"['D05AC01', 'D05AC51']","[['D05AC', 'D05A', 'D05', 'D'], ['D05AC', 'D05A', 'D05', 'D']]"
DB11181,Homatropine,['S01FA05'],"[['S01FA', 'S01F', 'S01', 'S']]"
DB11186,Pentoxyverine,['R05DB05'],"[['R05DB', 'R05D', 'R05', 'R']]"
DB11235,Thonzylamine,"['D04AA01', 'R06AC06', 'R01AC06']","[['D04AA', 'D04A', 'D04', 'D'], ['R06AC', 'R06A', 'R06', 'R'], ['R01AC', 'R01A', 'R01', 'R']]"
DB11251,Tocopherol,['A11HA03'],"[['A11HA', 'A11H', 'A11', 'A']]"
DB11254,Hexylresorcinol,['R02AA12'],"[['R02AA', 'R02A', 'R02', 'R']]"
DB11300,Thrombin,"['B02BC06', 'B02BD30']","[['B02BC', 'B02B', 'B02', 'B'], ['B02BD', 'B02B', 'B02', 'B']]"
DB11312,Protein C,['B01AD12'],"[['B01AD', 'B01A', 'B01', 'B']]"
DB11348,Calcium Phosphate,"['A12AA01', 'A11GB01']","[['A12AA', 'A12A', 'A12', 'A'], ['A11GB', 'A11G', 'A11', 'A']]"
DB11362,Selexipag,['B01AC27'],"[['B01AC', 'B01A', 'B01', 'B']]"
DB11363,Alectinib,['L01ED03'],"[['L01ED', 'L01E', 'L01', 'L']]"
DB11365,Sennosides,"['A06AB56', 'A06AB06']","[['A06AB', 'A06A', 'A06', 'A'], ['A06AB', 'A06A', 'A06', 'A']]"
DB11386,Chlorobutanol,"['A04AD54', 'A04AD04']","[['A04AD', 'A04A', 'A04', 'A'], ['A04AD', 'A04A', 'A04', 'A']]"
DB11560,Lesinurad,['M04AB05'],"[['M04AB', 'M04A', 'M04', 'M']]"
DB11569,Ixekizumab,['L04AC13'],"[['L04AC', 'L04A', 'L04', 'L']]"
DB11577,Indigotindisulfonic acid,['V04CH02'],"[['V04CH', 'V04C', 'V04', 'V']]"
