dg_id,dg_name,dg_atc_codes,dg_atc_levels,kegg_cid
DB00956,Hydrocodone,['R05DA03'],"[['R05DA', 'R05D', 'R05', 'R']]",C08024
DB00960,Pindolol,"['C07CA03', 'C07AA03']","[['C07CA', 'C07C', 'C07', 'C'], ['C07AA', 'C07A', 'C07', 'C']]",C07445
DB00961,Mepivacaine,"['N01BB53', 'N01BB03']","[['N01BB', 'N01B', 'N01', 'N'], ['N01BB', 'N01B', 'N01', 'N']]",C07528
DB00962,Zaleplon,['N05CF03'],"[['N05CF', 'N05C', 'N05', 'N']]",C07484
DB00964,Apraclonidine,['S01EA03'],"[['S01EA', 'S01E', 'S01', 'S']]",C07668
DB00966,Telmisartan,"['C09DB04', 'C09CA07', 'C09DX08', 'C09DA07']","[['C09DB', 'C09D', 'C09', 'C'], ['C09CA', 'C09C', 'C09', 'C'], ['C09DX', 'C09D', 'C09', 'C'], ['C09DA', 'C09D', 'C09', 'C']]",C07710
DB00968,Methyldopa,['C02AB01'],"[['C02AB', 'C02A', 'C02', 'C']]",C07194
DB00970,Dactinomycin,['L01DA01'],"[['L01DA', 'L01D', 'L01', 'L']]",C06770
DB00972,Azelastine,"['R06AX19', 'S01GX07', 'R01AC03']","[['R06AX', 'R06A', 'R06', 'R'], ['S01GX', 'S01G', 'S01', 'S'], ['R01AC', 'R01A', 'R01', 'R']]",C07768
DB00977,Ethinylestradiol,"['G03AA15', 'G03AA11', 'L02AA03', 'G03AA12', 'G03AA16', 'G03AB02', 'G03CA01', 'G03AA03', 'G03AA10', 'G03AB04', 'G03AB01', 'G03AB07', 'G03AA13', 'G03AA06', 'G03AA08', 'G03AA02', 'G03AA04', 'G03AA09', 'G03AB09', 'G03AA07', 'G03AB03', 'G03AA05', 'G03AB05', 'G03AB06', 'G03AA01']","[['G03AA', 'G03A', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G'], ['L02AA', 'L02A', 'L02', 'L'], ['G03AA', 'G03A', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G'], ['G03AB', 'G03A', 'G03', 'G'], ['G03CA', 'G03C', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G'], ['G03AB', 'G03A', 'G03', 'G'], ['G03AB', 'G03A', 'G03', 'G'], ['G03AB', 'G03A', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G'], ['G03AB', 'G03A', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G'], ['G03AB', 'G03A', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G'], ['G03AB', 'G03A', 'G03', 'G'], ['G03AB', 'G03A', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G']]",C07534
DB00978,Lomefloxacin,"['S01AE04', 'J01MA07']","[['S01AE', 'S01A', 'S01', 'S'], ['J01MA', 'J01M', 'J01', 'J']]",C07078
DB00979,Cyclopentolate,"['S01FA54', 'S01FA04']","[['S01FA', 'S01F', 'S01', 'S'], ['S01FA', 'S01F', 'S01', 'S']]",C06932
DB00981,Physostigmine,"['S01EB05', 'V03AB19']","[['S01EB', 'S01E', 'S01', 'S'], ['V03AB', 'V03A', 'V03', 'V']]",C06535
DB00983,Formoterol,"['R03AL09', 'R03AL05', 'R03AK09', 'R03AL10', 'R03CC15', 'R03AL11', 'R03AL07', 'R03AK08', 'R03AC13', 'R03AK07', 'R03AK11']","[['R03AL', 'R03A', 'R03', 'R'], ['R03AL', 'R03A', 'R03', 'R'], ['R03AK', 'R03A', 'R03', 'R'], ['R03AL', 'R03A', 'R03', 'R'], ['R03CC', 'R03C', 'R03', 'R'], ['R03AL', 'R03A', 'R03', 'R'], ['R03AL', 'R03A', 'R03', 'R'], ['R03AK', 'R03A', 'R03', 'R'], ['R03AC', 'R03A', 'R03', 'R'], ['R03AK', 'R03A', 'R03', 'R'], ['R03AK', 'R03A', 'R03', 'R']]",C07805
DB00987,Cytarabine,"['L01BC01', 'L01XY01']","[['L01BC', 'L01B', 'L01', 'L'], ['L01XY', 'L01X', 'L01', 'L']]",C02961
DB00988,Dopamine,['C01CA04'],"[['C01CA', 'C01C', 'C01', 'C']]",C03758
DB00989,Rivastigmine,['N06DA03'],"[['N06DA', 'N06D', 'N06', 'N']]",C11766
DB00990,Exemestane,['L02BG06'],"[['L02BG', 'L02B', 'L02', 'L']]",C08162
DB00991,Oxaprozin,['M01AE12'],"[['M01AE', 'M01A', 'M01', 'M']]",C07356
DB00993,Azathioprine,['L04AX01'],"[['L04AX', 'L04A', 'L04', 'L']]",C06837
DB00994,Neomycin,"['A07AA51', 'R02AB01', 'J01GB05', 'D06AX04', 'S03AA01', 'A01AB08', 'A07AA01', 'S02AA07', 'B05CA09', 'S01AA03']","[['A07AA', 'A07A', 'A07', 'A'], ['R02AB', 'R02A', 'R02', 'R'], ['J01GB', 'J01G', 'J01', 'J'], ['D06AX', 'D06A', 'D06', 'D'], ['S03AA', 'S03A', 'S03', 'S'], ['A01AB', 'A01A', 'A01', 'A'], ['A07AA', 'A07A', 'A07', 'A'], ['S02AA', 'S02A', 'S02', 'S'], ['B05CA', 'B05C', 'B05', 'B'], ['S01AA', 'S01A', 'S01', 'S']]",C00384
DB00997,Doxorubicin,['L01DB01'],"[['L01DB', 'L01D', 'L01', 'L']]",C01661
DB00999,Hydrochlorothiazide,"['C09BX03', 'C03AX01', 'C03AB03', 'C09DX03', 'C03EA01', 'C09DX06', 'C09XA52', 'G01AE10', 'C09DX01', 'C03AA03', 'C09XA54', 'C09DX08', 'C09DX07']","[['C09BX', 'C09B', 'C09', 'C'], ['C03AX', 'C03A', 'C03', 'C'], ['C03AB', 'C03A', 'C03', 'C'], ['C09DX', 'C09D', 'C09', 'C'], ['C03EA', 'C03E', 'C03', 'C'], ['C09DX', 'C09D', 'C09', 'C'], ['C09XA', 'C09X', 'C09', 'C'], ['G01AE', 'G01A', 'G01', 'G'], ['C09DX', 'C09D', 'C09', 'C'], ['C03AA', 'C03A', 'C03', 'C'], ['C09XA', 'C09X', 'C09', 'C'], ['C09DX', 'C09D', 'C09', 'C'], ['C09DX', 'C09D', 'C09', 'C']]",C07041
DB01002,Levobupivacaine,['N01BB10'],"[['N01BB', 'N01B', 'N01', 'N']]",C07887
DB01003,Cromoglicic acid,"['R03AK05', 'R03AK04', 'R03BC01', 'R01AC51', 'S01GX51', 'R01AC01', 'S01GX01', 'D11AH03', 'A07EB01']","[['R03AK', 'R03A', 'R03', 'R'], ['R03AK', 'R03A', 'R03', 'R'], ['R03BC', 'R03B', 'R03', 'R'], ['R01AC', 'R01A', 'R01', 'R'], ['S01GX', 'S01G', 'S01', 'S'], ['R01AC', 'R01A', 'R01', 'R'], ['S01GX', 'S01G', 'S01', 'S'], ['D11AH', 'D11A', 'D11', 'D'], ['A07EB', 'A07E', 'A07', 'A']]",C06928
DB01005,Hydroxyurea,['L01XX05'],"[['L01XX', 'L01X', 'L01', 'L']]",C07044
DB01006,Letrozole,['L02BG04'],"[['L02BG', 'L02B', 'L02', 'L']]",C08163
DB01007,Tioconazole,"['G01AF20', 'D01AC07', 'G01AF08']","[['G01AF', 'G01A', 'G01', 'G'], ['D01AC', 'D01A', 'D01', 'D'], ['G01AF', 'G01A', 'G01', 'G']]",C08082
DB01008,Busulfan,['L01AB01'],"[['L01AB', 'L01A', 'L01', 'L']]",C06862
DB01009,Ketoprofen,"['M01AE03', 'M02AA10', 'M01AE53']","[['M01AE', 'M01A', 'M01', 'M'], ['M02AA', 'M02A', 'M02', 'M'], ['M01AE', 'M01A', 'M01', 'M']]",C01716
DB01010,Edrophonium,['V04CX07'],"[['V04CX', 'V04C', 'V04', 'V']]",C06976
DB01011,Metyrapone,['V04CD01'],"[['V04CD', 'V04C', 'V04', 'V']]",C07205
DB01016,Glyburide,['A10BB01'],"[['A10BB', 'A10B', 'A10', 'A']]",C07022
DB01017,Minocycline,"['D10AF07', 'J01AA08', 'J01AA20', 'A01AB23']","[['D10AF', 'D10A', 'D10', 'D'], ['J01AA', 'J01A', 'J01', 'J'], ['J01AA', 'J01A', 'J01', 'J'], ['A01AB', 'A01A', 'A01', 'A']]",C07225
DB01018,Guanfacine,['C02AC02'],"[['C02AC', 'C02A', 'C02', 'C']]",C07037
DB01019,Bethanechol,['N07AB02'],"[['N07AB', 'N07A', 'N07', 'N']]",C06850
DB01020,Isosorbide mononitrate,['C01DA14'],"[['C01DA', 'C01D', 'C01', 'C']]",C07714
DB01021,Trichlormethiazide,"['G01AE10', 'C03AA06', 'C03EA02', 'C03AB06']","[['G01AE', 'G01A', 'G01', 'G'], ['C03AA', 'C03A', 'C03', 'C'], ['C03EA', 'C03E', 'C03', 'C'], ['C03AB', 'C03A', 'C03', 'C']]",C07767
DB01022,Phylloquinone,['B02BA01'],"[['B02BA', 'B02B', 'B02', 'B']]",C02059
DB01028,Methoxyflurane,['N02BG09'],"[['N02BG', 'N02B', 'N02', 'N']]",C07517
DB01029,Irbesartan,"['C09CA04', 'C09DB05', 'C09DA04', 'C09DX07']","[['C09CA', 'C09C', 'C09', 'C'], ['C09DB', 'C09D', 'C09', 'C'], ['C09DA', 'C09D', 'C09', 'C'], ['C09DX', 'C09D', 'C09', 'C']]",C07469
DB01030,Topotecan,['L01CE01'],"[['L01CE', 'L01C', 'L01', 'L']]",C11158
DB01032,Probenecid,"['M04AB01', 'G01AE10']","[['M04AB', 'M04A', 'M04', 'M'], ['G01AE', 'G01A', 'G01', 'G']]",C07372
DB01033,Mercaptopurine,"['L01BB02', 'R03DA20']","[['L01BB', 'L01B', 'L01', 'L'], ['R03DA', 'R03D', 'R03', 'R']]",C02380
DB01035,Procainamide,['C01BA02'],"[['C01BA', 'C01B', 'C01', 'C']]",C07401
DB01036,Tolterodine,['G04BD07'],"[['G04BD', 'G04B', 'G04', 'G']]",C07750
DB01037,Selegiline,['N04BD01'],"[['N04BD', 'N04B', 'N04', 'N']]",C07245
DB01039,Fenofibrate,"['C10BA03', 'C10BA12', 'C10AB05', 'C10BA09', 'C10BA04']","[['C10BA', 'C10B', 'C10', 'C'], ['C10BA', 'C10B', 'C10', 'C'], ['C10AB', 'C10A', 'C10', 'C'], ['C10BA', 'C10B', 'C10', 'C'], ['C10BA', 'C10B', 'C10', 'C']]",C07586
DB01041,Thalidomide,['L04AX02'],"[['L04AX', 'L04A', 'L04', 'L']]",C07910
DB01042,Melphalan,['L01AA03'],"[['L01AA', 'L01A', 'L01', 'L']]",C07122
DB01043,Memantine,"['N06DA52', 'N06DX01', 'N06DA53']","[['N06DA', 'N06D', 'N06', 'N'], ['N06DX', 'N06D', 'N06', 'N'], ['N06DA', 'N06D', 'N06', 'N']]",C13736
DB01045,Rifampicin,"['J04BA50', 'J04AM02', 'J04BA51', 'J04AB02', 'J04AM06', 'J04AM05', 'J04AM07']","[['J04BA', 'J04B', 'J04', 'J'], ['J04AM', 'J04A', 'J04', 'J'], ['J04BA', 'J04B', 'J04', 'J'], ['J04AB', 'J04A', 'J04', 'J'], ['J04AM', 'J04A', 'J04', 'J'], ['J04AM', 'J04A', 'J04', 'J'], ['J04AM', 'J04A', 'J04', 'J']]",C06688
DB01046,Lubiprostone,['A06AX03'],"[['A06AX', 'A06A', 'A06', 'A']]",C13707
DB01048,Abacavir,"['J05AR13', 'J05AR02', 'J05AR04', 'J05AF06']","[['J05AR', 'J05A', 'J05', 'J'], ['J05AR', 'J05A', 'J05', 'J'], ['J05AR', 'J05A', 'J05', 'J'], ['J05AF', 'J05A', 'J05', 'J']]",C07624
DB01050,Ibuprofen,"['G02CC01', 'C01EB16', 'M01AE01', 'M02AA13', 'R02AX02', 'N02AJ08', 'N02AJ19', 'M01AE51']","[['G02CC', 'G02C', 'G02', 'G'], ['C01EB', 'C01E', 'C01', 'C'], ['M01AE', 'M01A', 'M01', 'M'], ['M02AA', 'M02A', 'M02', 'M'], ['R02AX', 'R02A', 'R02', 'R'], ['N02AJ', 'N02A', 'N02', 'N'], ['N02AJ', 'N02A', 'N02', 'N'], ['M01AE', 'M01A', 'M01', 'M']]",C01588
DB01053,Benzylpenicillin,"['J01CR50', 'J01CE01', 'S01AA14', 'J01CE08']","[['J01CR', 'J01C', 'J01', 'J'], ['J01CE', 'J01C', 'J01', 'J'], ['S01AA', 'S01A', 'S01', 'S'], ['J01CE', 'J01C', 'J01', 'J']]",C05551
DB01054,Nitrendipine,"['C08CA08', 'C09BB06']","[['C08CA', 'C08C', 'C08', 'C'], ['C09BB', 'C09B', 'C09', 'C']]",C07713
DB01056,Tocainide,['C01BB03'],"[['C01BB', 'C01B', 'C01', 'C']]",C07142
DB01057,Echothiophate,['S01EB03'],"[['S01EB', 'S01E', 'S01', 'S']]",C06975
DB01059,Norfloxacin,"['J01RA14', 'J01RA13', 'S01AE02', 'J01MA06']","[['J01RA', 'J01R', 'J01', 'J'], ['J01RA', 'J01R', 'J01', 'J'], ['S01AE', 'S01A', 'S01', 'S'], ['J01MA', 'J01M', 'J01', 'J']]",C06687
DB01062,Oxybutynin,['G04BD04'],"[['G04BD', 'G04B', 'G04', 'G']]",C07360
DB01063,Acetophenazine,['N05AB07'],"[['N05AB', 'N05A', 'N05', 'N']]",C06807
DB01064,Isoprenaline,"['C01CA02', 'R03AK02', 'R03AB02', 'R03CB01', 'R03CB51']","[['C01CA', 'C01C', 'C01', 'C'], ['R03AK', 'R03A', 'R03', 'R'], ['R03AB', 'R03A', 'R03', 'R'], ['R03CB', 'R03C', 'R03', 'R'], ['R03CB', 'R03C', 'R03', 'R']]",C07056
DB01065,Melatonin,['N05CH01'],"[['N05CH', 'N05C', 'N05', 'N']]",C01598
DB01069,Promethazine,"['R06AD52', 'D04AA10', 'V03AB05', 'R06AD02']","[['R06AD', 'R06A', 'R06', 'R'], ['D04AA', 'D04A', 'D04', 'D'], ['V03AB', 'V03A', 'V03', 'V'], ['R06AD', 'R06A', 'R06', 'R']]",C07404
DB01070,Dihydrotachysterol,['A11CC02'],"[['A11CC', 'A11C', 'A11', 'A']]",C06957
DB01071,Mequitazine,['R06AD07'],"[['R06AD', 'R06A', 'R06', 'R']]",C12755
DB01075,Diphenhydramine,"['D04AA32', 'R06AA02', 'D04AA33', 'R06AA52']","[['D04AA', 'D04A', 'D04', 'D'], ['R06AA', 'R06A', 'R06', 'R'], ['D04AA', 'D04A', 'D04', 'D'], ['R06AA', 'R06A', 'R06', 'R']]",C06960
DB01076,Atorvastatin,"['C10BA05', 'C10BX11', 'C10BX12', 'C10BX19', 'C10BX18', 'C10AA05', 'C10BX15', 'C10BX03', 'C10BX08', 'C10BX06']","[['C10BA', 'C10B', 'C10', 'C'], ['C10BX', 'C10B', 'C10', 'C'], ['C10BX', 'C10B', 'C10', 'C'], ['C10BX', 'C10B', 'C10', 'C'], ['C10BX', 'C10B', 'C10', 'C'], ['C10AA', 'C10A', 'C10', 'C'], ['C10BX', 'C10B', 'C10', 'C'], ['C10BX', 'C10B', 'C10', 'C'], ['C10BX', 'C10B', 'C10', 'C'], ['C10BX', 'C10B', 'C10', 'C']]",C06834
DB01077,Etidronic acid,"['M05BB01', 'M05BA01']","[['M05BB', 'M05B', 'M05', 'M'], ['M05BA', 'M05B', 'M05', 'M']]",C07736
DB01080,Vigabatrin,['N03AG04'],"[['N03AG', 'N03A', 'N03', 'N']]",C07500
DB01081,Diphenoxylate,['A07DA01'],"[['A07DA', 'A07D', 'A07', 'A']]",C07872
DB01082,Streptomycin,"['J04AM01', 'J01GA01', 'A07AA54', 'A07AA04']","[['J04AM', 'J04A', 'J04', 'J'], ['J01GA', 'J01G', 'J01', 'J'], ['A07AA', 'A07A', 'A07', 'A'], ['A07AA', 'A07A', 'A07', 'A']]",C00413
DB01084,Emedastine,['S01GX06'],"[['S01GX', 'S01G', 'S01', 'S']]",C07785
DB01085,Pilocarpine,"['N07AX01', 'S01EB01', 'S01EB51']","[['N07AX', 'N07A', 'N07', 'N'], ['S01EB', 'S01E', 'S01', 'S'], ['S01EB', 'S01E', 'S01', 'S']]",C07474
DB01086,Benzocaine,"['C05AD03', 'R02AD01', 'D04AB04', 'N01BA05']","[['C05AD', 'C05A', 'C05', 'C'], ['R02AD', 'R02A', 'R02', 'R'], ['D04AB', 'D04A', 'D04', 'D'], ['N01BA', 'N01B', 'N01', 'N']]",C07527
DB01087,Primaquine,['P01BA03'],"[['P01BA', 'P01B', 'P01', 'P']]",C07627
DB01089,Deserpidine,"['C02LA03', 'C02AA05']","[['C02LA', 'C02L', 'C02', 'C'], ['C02AA', 'C02A', 'C02', 'C']]",C06541
DB01091,Butenafine,['D01AE23'],"[['D01AE', 'D01A', 'D01', 'D']]",C08067
DB01092,Ouabain,['C01AC01'],"[['C01AC', 'C01A', 'C01', 'C']]",C01443
DB01093,Dimethyl sulfoxide,"['M02AX03', 'G04BX13']","[['M02AX', 'M02A', 'M02', 'M'], ['G04BX', 'G04B', 'G04', 'G']]",C11143
DB01095,Fluvastatin,['C10AA04'],"[['C10AA', 'C10A', 'C10', 'C']]",C07014
DB01096,Oxamniquine,['P02BA02'],"[['P02BA', 'P02B', 'P02', 'P']]",C07341
DB01097,Leflunomide,['L04AA13'],"[['L04AA', 'L04A', 'L04', 'L']]",C07905
DB01100,Pimozide,['N05AG02'],"[['N05AG', 'N05A', 'N05', 'N']]",C07566
DB01101,Capecitabine,['L01BC06'],"[['L01BC', 'L01B', 'L01', 'L']]",C12650
DB01103,Quinacrine,['P01AX05'],"[['P01AX', 'P01A', 'P01', 'P']]",C07339
DB01104,Sertraline,['N06AB06'],"[['N06AB', 'N06A', 'N06', 'N']]",C07246
DB01105,Sibutramine,['A08AA10'],"[['A08AA', 'A08A', 'A08', 'A']]",C07247
DB01108,Trilostane,['H02CA01'],"[['H02CA', 'H02C', 'H02', 'H']]",C12580
DB01109,Heparin,"['B01AB51', 'C05BA03', 'S01XA14', 'C05BA53', 'B01AB01']","[['B01AB', 'B01A', 'B01', 'B'], ['C05BA', 'C05B', 'C05', 'C'], ['S01XA', 'S01X', 'S01', 'S'], ['C05BA', 'C05B', 'C05', 'C'], ['B01AB', 'B01A', 'B01', 'B']]",C00374
DB01110,Miconazole,"['A07AC01', 'J02AB01', 'D01AC52', 'G01AF20', 'A01AB09', 'D01AC02', 'S02AA13', 'G01AF04']","[['A07AC', 'A07A', 'A07', 'A'], ['J02AB', 'J02A', 'J02', 'J'], ['D01AC', 'D01A', 'D01', 'D'], ['G01AF', 'G01A', 'G01', 'G'], ['A01AB', 'A01A', 'A01', 'A'], ['D01AC', 'D01A', 'D01', 'D'], ['S02AA', 'S02A', 'S02', 'S'], ['G01AF', 'G01A', 'G01', 'G']]",C08070
DB01113,Papaverine,"['G04BE02', 'A03AD01', 'G04BE52']","[['G04BE', 'G04B', 'G04', 'G'], ['A03AD', 'A03A', 'A03', 'A'], ['G04BE', 'G04B', 'G04', 'G']]",C06533
DB01114,Chlorpheniramine,"['R06AB54', 'R06AB04']","[['R06AB', 'R06A', 'R06', 'R'], ['R06AB', 'R06A', 'R06', 'R']]",C06905
DB01115,Nifedipine,"['C08CA55', 'C08GA01', 'C08CA05', 'C07FB03']","[['C08CA', 'C08C', 'C08', 'C'], ['C08GA', 'C08G', 'C08', 'C'], ['C08CA', 'C08C', 'C08', 'C'], ['C07FB', 'C07F', 'C07', 'C']]",C07266
DB01116,Trimethaphan,['C02BA01'],"[['C02BA', 'C02B', 'C02', 'C']]",C07174
DB01117,Atovaquone,"['P01AX06', 'P01BB51']","[['P01AX', 'P01A', 'P01', 'P'], ['P01BB', 'P01B', 'P01', 'P']]",C06835
DB01118,Amiodarone,['C01BD01'],"[['C01BD', 'C01B', 'C01', 'C']]",C06823
DB01119,Diazoxide,"['G01AE10', 'C02DA01', 'V03AH01']","[['G01AE', 'G01A', 'G01', 'G'], ['C02DA', 'C02D', 'C02', 'C'], ['V03AH', 'V03A', 'V03', 'V']]",C06949
DB01121,Phenacemide,['N03AX07'],"[['N03AX', 'N03A', 'N03', 'N']]",C07428
DB01122,Ambenonium,['N07AA30'],"[['N07AA', 'N07A', 'N07', 'N']]",C07773
DB01124,Tolbutamide,"['V04CA01', 'A10BB03', 'G01AE10']","[['V04CA', 'V04C', 'V04', 'V'], ['A10BB', 'A10B', 'A10', 'A'], ['G01AE', 'G01A', 'G01', 'G']]",C07148
DB01127,Econazole,"['G01AF05', 'D01AC03', 'G01AF20', 'G01AF55']","[['G01AF', 'G01A', 'G01', 'G'], ['D01AC', 'D01A', 'D01', 'D'], ['G01AF', 'G01A', 'G01', 'G'], ['G01AF', 'G01A', 'G01', 'G']]",C08068
DB01128,Bicalutamide,"['L02BB03', 'L02AE51']","[['L02BB', 'L02B', 'L02', 'L'], ['L02AE', 'L02A', 'L02', 'L']]",C08160
DB01129,Rabeprazole,"['A02BD12', 'A02BD13', 'A02BC54', 'M01AA05', 'A02BC04', 'M02AA03']","[['A02BD', 'A02B', 'A02', 'A'], ['A02BD', 'A02B', 'A02', 'A'], ['A02BC', 'A02B', 'A02', 'A'], ['M01AA', 'M01A', 'M01', 'M'], ['A02BC', 'A02B', 'A02', 'A'], ['M02AA', 'M02A', 'M02', 'M']]",C07864
DB01131,Proguanil,"['P01BB01', 'P01BB51', 'P01BB52']","[['P01BB', 'P01B', 'P01', 'P'], ['P01BB', 'P01B', 'P01', 'P'], ['P01BB', 'P01B', 'P01', 'P']]",C07631
DB01132,Pioglitazone,"['A10BD09', 'A10BG03', 'A10BD05', 'A10BD06', 'A10BD12']","[['A10BD', 'A10B', 'A10', 'A'], ['A10BG', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A']]",C07675
DB01133,Tiludronic acid,['M05BA05'],"[['M05BA', 'M05B', 'M05', 'M']]",C08141
DB01135,Doxacurium,['M03AC07'],"[['M03AC', 'M03A', 'M03', 'M']]",C07549
DB01136,Carvedilol,"['C07AG02', 'C07FX06']","[['C07AG', 'C07A', 'C07', 'C'], ['C07FX', 'C07F', 'C07', 'C']]",C06875
DB01138,Sulfinpyrazone,['M04AB02'],"[['M04AB', 'M04A', 'M04', 'M']]",C07317
DB01142,Doxepin,"['N06AA12', 'D04AX01']","[['N06AA', 'N06A', 'N06', 'N'], ['D04AX', 'D04A', 'D04', 'D']]",C06971
DB01143,Amifostine,['V03AF05'],"[['V03AF', 'V03A', 'V03', 'V']]",C06819
DB01144,Diclofenamide,"['G01AE10', 'S01EC02']","[['G01AE', 'G01A', 'G01', 'G'], ['S01EC', 'S01E', 'S01', 'S']]",C07459
DB01148,Flavoxate,['G04BD02'],"[['G04BD', 'G04B', 'G04', 'G']]",C07809
DB01149,Nefazodone,['N06AX06'],"[['N06AX', 'N06A', 'N06', 'N']]",C07256
DB01151,Desipramine,['N06AA01'],"[['N06AA', 'N06A', 'N06', 'N']]",C06943
DB01154,Thiamylal,['N05CB01'],"[['N05CB', 'N05C', 'N05', 'N']]",C07846
DB01156,Bupropion,"['A08AA62', 'N06AX12']","[['A08AA', 'A08A', 'A08', 'A'], ['N06AX', 'N06A', 'N06', 'N']]",C06860
DB01157,Trimetrexate,['P01AX07'],"[['P01AX', 'P01A', 'P01', 'P']]",C11154
DB01158,Bretylium,['C01BD02'],"[['C01BD', 'C01B', 'C01', 'C']]",C06855
DB01159,Halothane,['N01AB01'],"[['N01AB', 'N01A', 'N01', 'N']]",C07515
DB01161,Chloroprocaine,['N01BA04'],"[['N01BA', 'N01B', 'N01', 'N']]",C07877
DB01162,Terazosin,['G04CA03'],"[['G04CA', 'G04C', 'G04', 'G']]",C07127
DB01164,Calcium chloride,"['A12AA07', 'A11GB01', 'G04BA03', 'B05XA07']","[['A12AA', 'A12A', 'A12', 'A'], ['A11GB', 'A11G', 'A11', 'A'], ['G04BA', 'G04B', 'G04', 'G'], ['B05XA', 'B05X', 'B05', 'B']]",C08130
DB01165,Ofloxacin,"['J01MA01', 'J01RA09', 'S01AE01', 'S02AA16']","[['J01MA', 'J01M', 'J01', 'J'], ['J01RA', 'J01R', 'J01', 'J'], ['S01AE', 'S01A', 'S01', 'S'], ['S02AA', 'S02A', 'S02', 'S']]",C07321
DB01168,Procarbazine,['L01XB01'],"[['L01XB', 'L01X', 'L01', 'L']]",C07402
DB01170,Guanethidine,"['S01EX01', 'C02CC02', 'C02LF01']","[['S01EX', 'S01E', 'S01', 'S'], ['C02CC', 'C02C', 'C02', 'C'], ['C02LF', 'C02L', 'C02', 'C']]",C07036
DB01173,Orphenadrine,"['M03BC51', 'N04AB02', 'M03BC01']","[['M03BC', 'M03B', 'M03', 'M'], ['N04AB', 'N04A', 'N04', 'N'], ['M03BC', 'M03B', 'M03', 'M']]",C07935
DB01174,Phenobarbital,"['N05CB01', 'N03AA02']","[['N05CB', 'N05C', 'N05', 'N'], ['N03AA', 'N03A', 'N03', 'N']]",C07434
DB01176,Cyclizine,"['R06AE03', 'R06AE53']","[['R06AE', 'R06A', 'R06', 'R'], ['R06AE', 'R06A', 'R06', 'R']]",C06930
DB01179,Podofilox,['D06BB04'],"[['D06BB', 'D06B', 'D06', 'D']]",C10874
DB01180,Rescinnamine,"['C02LA52', 'C02LA02', 'C02AA01']","[['C02LA', 'C02L', 'C02', 'C'], ['C02LA', 'C02L', 'C02', 'C'], ['C02AA', 'C02A', 'C02', 'C']]",C06540
DB01181,Ifosfamide,['L01AA06'],"[['L01AA', 'L01A', 'L01', 'L']]",C07047
DB01182,Propafenone,['C01BC03'],"[['C01BC', 'C01B', 'C01', 'C']]",C07381
DB01183,Naloxone,"['A06AH04', 'N02AA53', 'V03AB15', 'N02AA55', 'N02AX51']","[['A06AH', 'A06A', 'A06', 'A'], ['N02AA', 'N02A', 'N02', 'N'], ['V03AB', 'V03A', 'V03', 'V'], ['N02AA', 'N02A', 'N02', 'N'], ['N02AX', 'N02A', 'N02', 'N']]",C07252
DB01186,Pergolide,['N04BC02'],"[['N04BC', 'N04B', 'N04', 'N']]",C07425
DB01189,Desflurane,['N01AB07'],"[['N01AB', 'N01A', 'N01', 'N']]",C07519
DB01192,Oxymorphone,['N02AA11'],"[['N02AA', 'N02A', 'N02', 'N']]",C08019
DB01193,Acebutolol,"['C07AB04', 'C07BB04']","[['C07AB', 'C07A', 'C07', 'C'], ['C07BB', 'C07B', 'C07', 'C']]",C06803
DB01194,Brinzolamide,"['S01EC54', 'S01EC04', 'G01AE10']","[['S01EC', 'S01E', 'S01', 'S'], ['S01EC', 'S01E', 'S01', 'S'], ['G01AE', 'G01A', 'G01', 'G']]",C07760
DB01195,Flecainide,['C01BC04'],"[['C01BC', 'C01B', 'C01', 'C']]",C07001
DB01196,Estramustine,['L01XX11'],"[['L01XX', 'L01X', 'L01', 'L']]",C11228
DB01199,Tubocurarine,['M03AA02'],"[['M03AA', 'M03A', 'M03', 'M']]",C07547
DB01200,Bromocriptine,"['N04BC01', 'G02CB01']","[['N04BC', 'N04B', 'N04', 'N'], ['G02CB', 'G02C', 'G02', 'G']]",C06856
DB01202,Levetiracetam,['N03AX14'],"[['N03AX', 'N03A', 'N03', 'N']]",C07841
DB01204,Mitoxantrone,['L01DB07'],"[['L01DB', 'L01D', 'L01', 'L']]",C11195
DB01205,Flumazenil,['V03AB25'],"[['V03AB', 'V03A', 'V03', 'V']]",C07825
DB01206,Lomustine,['L01AD02'],"[['L01AD', 'L01A', 'L01', 'L']]",C07079
DB01208,Sparfloxacin,['J01MA09'],"[['J01MA', 'J01M', 'J01', 'J']]",C07662
